0.07956  	0.30034  	0.05365  	-0.2752  	0.10579  	-0.6928  	-0.0213  	0.35813  	0.23787  	-0.0808  	0.75238  	0.68645  	-0.0131  	-0.0722  	-1.0908  	0.41962  	0.24633  	-0.0345  	0.29944  	0.17550  	0.11132  	0.50107  	-0.0554  	0.68358  	-0.2583  	0.18048  	0.63077  	-0.6292  	-0.6760  	-0.2081  	0.04549  	0.07534  	0.40670  	-0.0839  	0.13372  	-0.0525  	0.43882  	-0.0537  	-0.2232  	0.21364  	0.21545  	0.04554  	-0.0091  	0.12138  	0.01889  	-0.0427  	-0.0347  	0.14717  	0.05171  	-0.0261  	-0.0560  	-0.0366  	-0.0254  	-0.0044  	-0.0361  	-0.0064  	-0.0311  	-0.0329  	-0.0029  	-0.0258  	-0.0270  	0.01697  	-0.0013  	0.00564  	0.07855  	-0.0671  	0.09079  	0.00174  	-0.0150  	0.91327  	
-0.2763  	0.17795  	-0.2359  	-0.4465  	0.11557  	-0.8720  	-0.0761  	0.24921  	0.21770  	-0.0799  	0.88130  	0.75880  	-0.1084  	-0.3758  	-1.1927  	0.33792  	0.22171  	-0.0739  	0.26190  	0.24818  	0.05423  	0.48459  	-0.0067  	0.60157  	-0.4318  	0.24166  	0.44788  	-0.4814  	-0.5531  	-0.2291  	0.03957  	0.07003  	0.42813  	-0.0416  	0.06616  	-0.0041  	0.32680  	-0.1166  	-0.1782  	0.25963  	0.20205  	0.07279  	-0.0489  	0.11445  	0.01581  	-0.0550  	-0.0071  	0.15514  	0.06024  	-0.0342  	-0.0306  	-0.0364  	-0.0290  	0.01036  	-0.0274  	-0.0111  	-0.0252  	-0.0191  	0.00529  	-0.0277  	-0.0308  	0.01394  	-0.0004  	-0.0009  	0.08053  	-0.0685  	0.09545  	0.00320  	-0.0173  	0.90612  	
-0.5513  	0.10015  	-0.3003  	-0.6419  	0.01838  	-0.9419  	-0.0523  	0.17201  	0.14976  	-0.0135  	0.99600  	0.74088  	-0.1742  	-0.5253  	-1.4470  	0.29081  	0.20080  	-0.0309  	0.22315  	0.26015  	-0.0100  	0.48591  	0.01828  	0.58586  	-0.4899  	0.25735  	0.38341  	-0.4214  	-0.5053  	-0.2655  	0.04699  	0.03320  	0.40417  	-0.0507  	-0.0153  	-0.0037  	0.25801  	-0.1205  	-0.1582  	0.21609  	0.22345  	0.08161  	-0.0462  	0.09611  	0.02294  	-0.0572  	-0.0198  	0.14190  	0.04953  	-0.0345  	-0.0388  	-0.0392  	-0.0330  	0.00060  	-0.0286  	-0.0199  	-0.0176  	-0.0180  	-0.0023  	-0.0318  	-0.0347  	0.02171  	0.00249  	0.00845  	0.08175  	-0.0698  	0.09919  	0.00463  	-0.0194  	0.90016  	
-0.6391  	0.07273  	-0.3034  	-0.6848  	0.04503  	-1.0540  	-0.0545  	0.16309  	0.14939  	0.10790  	1.00957  	0.75079  	-0.1593  	-0.5107  	-1.5703  	0.28756  	0.19989  	0.00936  	0.24173  	0.28771  	-0.1180  	0.45779  	0.02076  	0.52861  	-0.4992  	0.28471  	0.31570  	-0.2951  	-0.4461  	-0.2825  	0.05988  	0.00820  	0.41088  	-0.0394  	-0.0547  	0.00131  	0.20444  	-0.1356  	-0.1306  	0.23495  	0.23260  	0.06032  	-0.0426  	0.11957  	0.01742  	-0.0693  	-0.0212  	0.15003  	0.03806  	-0.0287  	-0.0545  	-0.0411  	-0.0256  	0.01044  	-0.0284  	-0.0247  	-0.0220  	-0.0264  	-0.0048  	-0.0245  	-0.0338  	0.03306  	0.00940  	0.01651  	0.08222  	-0.0709  	0.10201  	0.00601  	-0.0212  	0.89539  	
-0.5939  	0.08208  	-0.2731  	-0.7388  	-0.0103  	-1.1440  	-0.0552  	0.26566  	0.19095  	0.14140  	1.13976  	0.69766  	-0.1907  	-0.5182  	-1.6073  	0.22351  	0.20125  	-0.0197  	0.24731  	0.27666  	-0.0292  	0.47183  	0.04126  	0.58194  	-0.4970  	0.27961  	0.33999  	-0.3938  	-0.5191  	-0.2992  	0.05372  	0.01965  	0.41500  	-0.0467  	-0.0411  	-0.0510  	0.25852  	-0.1123  	-0.1356  	0.23522  	0.20148  	0.06146  	-0.0499  	0.10574  	0.01823  	-0.0671  	-0.0304  	0.13885  	0.02983  	-0.0250  	-0.0409  	-0.0384  	-0.0267  	0.00558  	-0.0344  	-0.0211  	-0.0184  	-0.0282  	-0.0072  	-0.0264  	-0.0351  	0.03619  	0.01081  	0.02188  	0.08193  	-0.0719  	0.10389  	0.00736  	-0.0228  	0.89181  	
-0.2181  	0.21994  	-0.0735  	-0.2647  	0.18078  	-0.9017  	-0.0797  	0.40244  	0.27411  	-0.0757  	0.90005  	0.87031  	-0.1301  	-0.1784  	-1.0372  	0.28448  	0.21792  	-0.0734  	0.33421  	0.25357  	0.11217  	0.40430  	-0.0701  	0.68515  	-0.4419  	0.25934  	0.43610  	-0.4117  	-0.5696  	-0.2441  	0.01811  	0.05238  	0.42607  	-0.0520  	0.04618  	-0.0586  	0.28327  	-0.0997  	-0.1776  	0.27464  	0.21555  	0.06703  	-0.0668  	0.13101  	0.00787  	-0.0329  	-0.0311  	0.14232  	0.03190  	-0.0493  	-0.0543  	-0.0396  	-0.0299  	7.05283  	-0.0446  	-0.0092  	-0.0209  	-0.0116  	-0.0012  	-0.0286  	-0.0296  	0.03509  	-0.0201  	0.00291  	0.08088  	-0.0726  	0.10485  	0.00867  	-0.0241  	0.88941  	
0.15831  	0.40037  	0.15234  	-0.2808  	0.03144  	-0.5777  	-0.0637  	0.41184  	0.29769  	-0.0850  	0.53038  	0.80138  	0.00699  	0.05079  	-0.7455  	0.36791  	0.30798  	-0.1452  	0.29951  	0.16310  	0.09013  	0.55807  	0.05894  	0.61268  	-0.3628  	0.24865  	0.53243  	-0.6354  	-0.5726  	-0.1331  	0.08932  	0.04490  	0.43361  	-0.0523  	-7.1709  	-0.1289  	0.35621  	-0.0623  	-0.2138  	0.25191  	0.24447  	0.04213  	0.03234  	0.14616  	0.00146  	-0.0523  	-0.0314  	0.16034  	0.03286  	-0.0058  	-0.0787  	-0.0403  	-0.0444  	0.01726  	-0.0452  	0.01555  	-0.0287  	-0.0495  	-0.0226  	-0.0110  	-0.0302  	0.03812  	0.01006  	-0.0010  	0.07908  	-0.0732  	0.10487  	0.00994  	-0.0252  	0.88820  	
0.17717  	0.40896  	0.11872  	0.11449  	0.26160  	-0.4224  	-0.0379  	0.39053  	0.25143  	-0.2274  	0.39633  	0.68561  	0.00931  	-0.0553  	-0.6302  	0.31006  	0.27406  	-0.1474  	0.26783  	0.16641  	0.03779  	0.60558  	-0.0059  	0.58308  	-0.2344  	0.23322  	0.67077  	-0.5621  	-0.4944  	-0.1077  	0.01385  	0.07823  	0.40869  	-0.0501  	0.07011  	-0.0722  	0.36028  	-0.0709  	-0.1456  	0.25284  	0.19147  	0.04421  	0.00409  	0.15452  	0.01432  	-0.0601  	-0.0262  	0.16662  	0.06618  	-0.0412  	-0.0459  	-0.0385  	-0.0331  	0.00276  	-0.0239  	-0.0047  	-0.0295  	-0.0199  	-0.0028  	-0.0270  	-0.0350  	0.02687  	0.01520  	0.00757  	0.07529  	-0.0722  	0.10414  	0.01207  	-0.0261  	0.87357  	
0.18328  	0.34602  	0.08757  	0.09871  	0.27058  	-0.3766  	-0.0774  	0.31684  	0.20729  	-0.2228  	0.41255  	0.80894  	-0.0302  	-0.2603  	-0.9443  	0.46066  	0.31998  	-0.1108  	0.32147  	0.12584  	0.01806  	0.53781  	-0.0021  	0.58986  	-0.2210  	0.17819  	0.64550  	-0.4387  	-0.4880  	-0.1226  	-0.0113  	0.08913  	0.36084  	-0.0692  	0.03502  	-0.0361  	0.34955  	-0.0701  	-0.1519  	0.26896  	0.21715  	0.04524  	-0.0009  	0.14262  	0.00390  	-0.0496  	-0.0426  	0.16372  	0.06154  	-0.0416  	-0.0429  	-0.0429  	-0.0281  	0.00165  	-0.0255  	-0.0011  	-0.0089  	-0.0185  	0.00169  	-0.0290  	-0.0340  	0.02445  	0.02223  	0.00595  	0.06994  	-0.0723  	0.10119  	0.01315  	-0.0265  	0.87990  	
0.12574  	0.31087  	0.06404  	-0.1736  	0.20280  	-0.5211  	0.00493  	0.27532  	0.21530  	-0.1203  	0.55286  	0.75583  	-0.0534  	-0.3032  	-1.1345  	0.46819  	0.19906  	-0.0202  	0.27682  	0.20708  	-0.1021  	0.51174  	-0.0662  	0.56719  	-0.2499  	0.22064  	0.49147  	-0.3674  	-0.3852  	-0.1503  	0.02072  	0.08151  	0.36968  	-0.0418  	0.02263  	0.00881  	0.28597  	-0.0829  	-0.1443  	0.29272  	0.26129  	0.02145  	0.02572  	0.14335  	0.01087  	-0.0513  	-0.0327  	0.15876  	0.05356  	-0.0334  	-0.0253  	-0.0436  	-0.0236  	-0.0037  	-0.0213  	-0.0105  	-0.0162  	-0.0197  	0.00259  	-0.0246  	-0.0363  	0.01196  	0.01587  	0.01298  	0.06662  	-0.0729  	0.09787  	0.01404  	-0.0271  	0.90045  	
